collection_time_utc,fetch_success,api_status,error_message,target_city,station_code,station_name,station_latitude,station_longitude,aqicn_idx,api_time,aqi,pm25,pm10,no2,so2,co,o3,nh3,no,nox,temperature,humidity,pressure,wind
2026-09-22T21:50:06.834422+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 05:00:00,39,13,6,1.9,3.1,2.8,39,,,,12.5,17,647.7,5
2026-09-22T21:50:07.356810+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 05:00:00,39,13,6,1.9,3.1,2.8,39,,,,12.5,17,647.7,5
2026-09-23T00:04:50.386708+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T00:04:51.019514+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T00:04:51.626156+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 07:00:00,37,13,6,3.2,3.1,1.9,37,,,,12.5,17,647.7,5
2026-09-23T05:34:41.266008+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T05:34:41.988575+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T05:34:42.652738+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 12:00:00,37,25,9,4.6,5.1,2.8,37.4,,,,12.5,17,647.7,5
2026-09-23T10:56:50.009229+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
2026-09-23T10:56:50.585259+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
2026-09-23T10:56:51.123576+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 18:00:00,35,25,9,4.2,3.6,2.8,35,,,,12.5,17,647.7,5
2026-09-23T15:22:55.369476+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-23 23:00:00,42,42,10,12.8,3.6,4.6,20.4,,,,12.5,17,647.7,5
2026-09-23T15:22:56.027188+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-23 23:00:00,42,42,10,12.8,3.6,4.6,20.4,,,,12.5,17,647.7,5
2026-09-23T15:22:56.610670+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-23 23:00:00,42,42,10,12.8,3.6,4.6,20.4,,,,12.5,17,647.7,5
2026-09-23T19:30:59.334990+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-24 03:00:00,23,13,8,6.4,3.1,2.8,23.2,,,,12.5,17,647.7,5
2026-09-23T19:31:00.022071+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-24 03:00:00,23,13,8,6.4,3.1,2.8,23.2,,,,12.5,17,647.7,5
2026-09-23T19:31:00.550154+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-24 03:00:00,23,13,8,6.4,3.1,2.8,23.2,,,,12.5,17,647.7,5
2026-09-23T22:46:03.921020+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-24 06:00:00,30,30,10,3.2,3.6,2.8,24.4,,,,12.5,17,647.7,5
2026-09-23T22:46:04.557672+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-24 06:00:00,30,30,10,3.2,3.6,2.8,24.4,,,,12.5,17,647.7,5
2026-09-23T22:46:05.136761+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-24 06:00:00,30,30,10,3.2,3.6,2.8,24.4,,,,12.5,17,647.7,5
2026-09-24T01:10:37.683977+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-24 08:00:00,23,30,10,4.2,3.6,2.8,23.2,,,,12.5,17,647.7,5
2026-09-24T01:10:38.362117+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-24 08:00:00,23,30,10,4.2,3.6,2.8,23.2,,,,12.5,17,647.7,5
2026-09-24T01:10:38.975580+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-24 08:00:00,23,30,10,4.2,3.6,2.8,23.2,,,,12.5,17,647.7,5
2026-09-24T07:20:03.487787+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-24 14:00:00,33,13,6,3.2,4.6,2.8,32.9,,,,12.5,17,647.7,5
2026-09-24T07:20:05.336741+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-24 14:00:00,33,13,6,3.2,4.6,2.8,32.9,,,,12.5,17,647.7,5
2026-09-24T07:20:05.835526+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-24 14:00:00,33,13,6,3.2,4.6,2.8,32.9,,,,12.5,17,647.7,5
2026-09-24T13:19:34.678136+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-24 20:00:00,25,25,10,8.3,3.1,3.7,22.4,,,,12.5,17,647.7,5
2026-09-24T13:19:35.393230+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-24 20:00:00,25,25,10,8.3,3.1,3.7,22.4,,,,12.5,17,647.7,5
2026-09-24T13:19:36.101882+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-24 20:00:00,25,25,10,8.3,3.1,3.7,22.4,,,,12.5,17,647.7,5
2026-09-24T18:16:48.497391+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-25 01:00:00,38,38,10,9.6,3.1,3.7,14.7,,,,12.5,17,647.7,5
2026-09-24T18:16:49.083943+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-25 01:00:00,38,38,10,9.6,3.1,3.7,14.7,,,,12.5,17,647.7,5
2026-09-24T18:16:49.597780+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-25 01:00:00,38,38,10,9.6,3.1,3.7,14.7,,,,12.5,17,647.7,5
2026-09-24T22:02:57.452437+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-25 05:00:00,18,13,9,4.2,3.1,2.8,18.3,,,,12.5,17,647.7,5
2026-09-24T22:02:58.840920+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-25 05:00:00,18,13,9,4.2,3.1,2.8,18.3,,,,12.5,17,647.7,5
2026-09-24T22:02:59.457723+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-25 05:00:00,18,13,9,4.2,3.1,2.8,18.3,,,,12.5,17,647.7,5
2026-09-25T01:11:43.829146+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-25 07:00:00,25,25,7,7.4,3.1,2.8,12.6,,,,12.5,17,647.7,5
2026-09-25T01:11:44.588674+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-25 07:00:00,25,25,7,7.4,3.1,2.8,12.6,,,,12.5,17,647.7,5
2026-09-25T01:11:45.320370+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-25 07:00:00,25,25,7,7.4,3.1,2.8,12.6,,,,12.5,17,647.7,5
2026-09-25T07:14:25.275327+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-25 14:00:00,35,25,7,2.8,3.1,1,35,,,,12.5,17,647.7,5
2026-09-25T07:14:26.092259+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-25 14:00:00,35,25,7,2.8,3.1,1,35,,,,12.5,17,647.7,5
2026-09-25T07:14:26.841971+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-25 14:00:00,35,25,7,2.8,3.1,1,35,,,,12.5,17,647.7,5
2026-09-25T13:19:28.422069+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-25 20:00:00,30,25,9,4.6,3.1,1.9,30.1,,,,12.5,17,647.7,5
2026-09-25T13:19:29.215478+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-25 20:00:00,30,25,9,4.6,3.1,1.9,30.1,,,,12.5,17,647.7,5
2026-09-25T13:19:29.937821+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-25 20:00:00,30,25,9,4.6,3.1,1.9,30.1,,,,12.5,17,647.7,5
2026-09-25T18:16:28.584818+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-26 01:00:00,25,25,10,10.1,4.6,1.9,17.5,,,,12.5,17,647.7,5
2026-09-25T18:16:29.278777+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-26 01:00:00,25,25,10,10.1,4.6,1.9,17.5,,,,12.5,17,647.7,5
2026-09-25T18:16:29.898697+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-26 01:00:00,25,25,10,10.1,4.6,1.9,17.5,,,,12.5,17,647.7,5
2026-09-25T22:01:13.174802+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-26 04:00:00,13,13,7,7.4,4.1,1.9,15.9,,,,12.5,17,647.7,5
2026-09-25T22:01:13.949353+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-26 04:00:00,13,13,7,7.4,4.1,1.9,15.9,,,,12.5,17,647.7,5
2026-09-25T22:01:14.666842+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-26 04:00:00,13,13,7,7.4,4.1,1.9,15.9,,,,12.5,17,647.7,5
2026-09-26T01:14:07.868515+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-26 08:00:00,10,13,6,10.1,3.1,1.9,9.8,,,,12.5,17,647.7,5
2026-09-26T01:14:08.660597+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-26 08:00:00,10,13,6,10.1,3.1,1.9,9.8,,,,12.5,17,647.7,5
2026-09-26T01:14:09.382867+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-26 08:00:00,10,13,6,10.1,3.1,1.9,9.8,,,,12.5,17,647.7,5
2026-09-26T07:09:36.759700+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-26 14:00:00,31,13,10,3.7,3.1,1.9,30.9,,,,12.5,17,647.7,5
2026-09-26T07:09:37.513656+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-26 14:00:00,31,13,10,3.7,3.1,1.9,30.9,,,,12.5,17,647.7,5
2026-09-26T07:09:38.180613+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-26 14:00:00,31,13,10,3.7,3.1,1.9,30.9,,,,12.5,17,647.7,5
2026-09-26T12:43:24.927920+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-26 20:00:00,26,13,15,7.8,3.6,2.8,26.4,,,,12.5,17,647.7,5
2026-09-26T12:43:25.775537+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-26 20:00:00,26,13,15,7.8,3.6,2.8,26.4,,,,12.5,17,647.7,5
2026-09-26T12:43:26.495860+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-26 20:00:00,26,13,15,7.8,3.6,2.8,26.4,,,,12.5,17,647.7,5
2026-09-26T16:54:06.081511+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-27 00:00:00,46,46,16,8.3,3.6,2.8,18.3,,,,12.5,17,647.7,5
2026-09-26T16:54:06.945112+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-27 00:00:00,46,46,16,8.3,3.6,2.8,18.3,,,,12.5,17,647.7,5
2026-09-26T16:54:07.643877+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-27 00:00:00,46,46,16,8.3,3.6,2.8,18.3,,,,12.5,17,647.7,5
2026-09-26T19:33:33.204995+00:00,True,ok,,Byrnihat,A1364707,"15th Mile-Nongthymmai, Byrnihat",29.6292,91.0834,1389,2026-09-27 03:00:00,30,30,7,4.6,3.1,1.9,24,,,,12.5,17,647.7,5
2026-09-26T19:33:33.984990+00:00,True,ok,,Guwahati,H11844,"Railway Colony, Guwahati, India",29.6292,91.0834,1389,2026-09-27 03:00:00,30,30,7,4.6,3.1,1.9,24,,,,12.5,17,647.7,5
2026-09-26T19:33:34.694861+00:00,True,ok,,Shillong,H12740,"Lumpyngngad, Shillong, India",29.6292,91.0834,1389,2026-09-27 03:00:00,30,30,7,4.6,3.1,1.9,24,,,,12.5,17,647.7,5
